region,epiweek,week_end_date,wILI,confirmed_cases,uci_beds,death,recovered,hosp_rate,hospitalization,cli_er_visit,ili_er_visit,negative_cases,people_tested,emergency_facility_reporting,num_provider,kinsa_cases,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,historical_endogeneous
Region 4,13,2020-03-28,4.263719999999999,18236.0,0.0,444.0,1142.0,3.27e-05,2586.5,5.7,3.7,139494.0,157634.0,902.0,532.0,3.3377587089999996,-126533.0,-16183.0,-4766.0,-38378.0,-134987.0,26161.0,3556.38,4436.0505,3921.9108,4205.0177,3669.5178,4669.5881,4167.2978,5155.1389,4623.1114,5103.0884,4569.43,4289.809,3779.5705,4752.2397,4221.9978,5132.8164,4571.4077,4697.4203,4172.1767,5070.3376,4463.295999999999,4784.1485,4146.9658,5041.2034,4445.7316,4657.2672,4161.082,4.263719999999999
Region 4,14,2020-04-04,3.05701,21994.0,210.0,787.0,6089.0,2.7399999999999995e-05,4026.25,5.1,2.8,166886.0,188921.0,905.0,518.0,1.6447631759999999,-129430.0,-9026.0,-13633.0,-49197.0,-159843.0,28524.0,3571.68,4263.613,3704.7652,4064.8482,3481.4244,4465.5092,3933.6811,4931.969,4372.0626,4844.3561,4306.7208,4133.3302,3584.4413,4570.0719,4002.2192,4907.505999999999,4313.5314,4460.9001,3925.2183,4825.6578,4190.3514,4647.055,3949.2270000000003,4795.4278,4158.0127,4449.5313,3929.506,3.05701
Region 4,15,2020-04-11,2.01978,19418.0,2220.0,889.0,24160.0,1.88e-05,3849.875,4.2,2.1,169066.0,189491.0,907.0,513.0,1.1024480220000001,-98011.0,-20572.0,-15095.0,-58052.0,-183977.0,30120.0,3934.51,3919.9615,3344.2762,3683.3819,3064.616,4102.5145,3536.6559,4547.9151,3959.9794,4519.0076,3956.6601,3767.9698,3183.5667,4186.3892,3581.1393,4522.7175,3898.574,4136.398,3578.2435,4441.7155,3778.5321,4211.0425,3476.7084,4393.6164,3717.8301,4104.4576,3551.8968,2.01978
Region 4,16,2020-04-18,1.64142,20699.0,2158.0,957.0,56975.0,1.86e-05,3271.0625,3.4,1.5,263801.0,284797.0,904.0,506.0,0.586358253,-78613.0,-27328.0,-25134.0,-54928.0,-170680.0,28811.0,4324.05,3667.7165,2755.7055,3587.7917,2591.6394,3950.2653,2969.5111,4278.5884,3273.4918,4109.0767,3224.7309999999998,3695.2122,2711.5404,4036.1092,3009.1831,4236.6902,3204.1749,3771.5403,2913.0992,4119.174,3096.0269,3909.3113,2797.1083,4152.3813,3070.8329,3925.0548,2985.4689,1.64142
Region 4,17,2020-04-25,1.23999,21424.0,2246.0,1040.0,84787.0,1.66e-05,3491.96875,2.9,1.2,267502.0,289451.0,903.0,493.0,0.44878628200000004,-68358.0,-18837.0,-19963.0,-49287.0,-159760.0,28525.0,4896.84,4774.3766,3907.4076,4593.1722,3546.8193,5065.2865,4082.6675,5495.0552,4492.0551,5336.0449,4415.0184,4722.496,3709.2126,5166.1843,4127.1652,5451.3157,4408.4253,4904.9387,3999.7629,5301.4514,4243.21,5018.4596,3846.7743,5339.5781,4230.0987,5051.1762,4096.6466,1.23999
Region 4,18,2020-05-02,0.992289,20547.0,2299.0,1125.0,116513.0,1.6e-05,3396.015625,2.6,1.0,348039.0,368076.0,906.0,494.0,0.406153043,-45052.0,-1246.0,217.0,-35574.0,-147555.0,23530.0,5549.46,5693.2622,4565.9209,5477.0797,4064.1108,6015.7927,4678.7813,6498.762,5138.3276,6289.8944,5051.971,5641.0612,4259.1482,6131.7421,4726.1235,6436.3207,5032.7974,5803.5473,4586.1377,6257.1575,4855.076,5941.1571,4387.4914,6276.678000000001,4809.1765,6004.7486,4701.2857,0.992289
Region 4,19,2020-05-09,0.8650959999999999,21320.0,2582.0,878.0,211472.0,1.4000000000000001e-05,3044.4921879999997,2.2,0.8,411375.0,432675.0,903.0,496.0,0.247077618,-31712.0,11437.0,10988.0,-27925.0,-134776.0,22700.0,4564.06,7699.3093,6301.7145,7316.960999999999,5391.4821,8111.1392,6320.0411,8869.9351,7062.1163,8841.5799,7198.2441,7530.5375,5654.9455,8242.9186,6359.7139,8774.5262,6905.852,8180.6055,6526.9823,8604.8139,6750.7972,7907.6324,5814.1367,8450.8971,6502.8561,8201.5418,6445.7133,0.8650959999999999
Region 4,20,2020-05-16,0.852074,23982.0,2342.0,881.0,285160.0,1.3000000000000001e-05,3126.253906,2.2,0.8,631178.0,655109.0,904.0,494.0,0.220462978,-28672.0,10236.0,20098.0,-23375.0,-122936.0,20207.0,6968.98,7911.7794,6473.9209,7459.3093,5373.1711,8305.2485,6351.4267,9137.4164,7171.1913,9192.9087,7423.5513,7636.3349,5608.4725,8419.4547,6373.5704,9049.974,7016.2861,8580.4155,6777.2311,8965.1788,6956.7687,8038.2313,5787.4403,8703.2801,6589.8589,8447.5494,6530.1225,0.852074
Region 4,21,2020-05-23,1.03916,25174.0,1573.0,853.0,388273.0,1.36e-05,2668.873047,2.1,0.7,461721.0,485524.0,905.0,822.0,0.360357135,-25171.0,11120.0,15647.0,-17751.0,-118416.0,20306.0,7230.35,9219.4247,7658.8658,8632.5489,6138.6042,9654.6592,7327.2659,10721.851,8371.1284,11196.8156,9060.3257,8805.7339,6397.0016,9775.5913,7345.2598,10647.0321,8205.6531,10447.0077,8231.7768,10720.056999999999,8308.3304,9372.5313,6649.1311,10226.1408,7693.6629,9926.1315,7636.7232,1.03916
Region 4,22,2020-05-30,0.971382,31155.0,1534.0,843.0,463694.0,1.3000000000000001e-05,2894.563477,2.0,0.7,518147.0,549530.0,912.0,817.0,0.404070227,-21148.0,9022.0,22470.0,-17428.0,-133873.0,19511.0,7596.04,9160.8709,7612.111,8516.142,5932.922,9590.4137,7149.8764,10673.3241,8205.7077,11242.6998,9002.6607,8671.7139,6177.4143,9689.6147,7153.4017,10633.1134,8066.387,10498.9727,8159.1959,10776.4686,8249.3679,9200.0463,6404.9107,10176.2305,7533.5536,9901.5277,7495.9627,0.971382
Region 4,23,2020-06-06,0.917909,39545.0,1593.0,935.0,549248.0,1.49e-05,2941.2182620000003,2.1,0.6,604268.0,643470.0,911.0,811.0,0.397685061,-4793.0,19868.0,29734.0,-9054.0,-98821.0,15417.0,8046.96,10121.0852,8260.2665,9375.9117,6290.1983,10549.2166,7592.2495,11792.0086,8784.5117,12824.8367,9969.9208,9502.163,6520.6619,10632.2613,7576.8897,11791.0989,8657.084,11975.955,9037.4616,12030.0448,8920.4304,10227.0104,6879.9268,11315.3283,8103.7725,10956.0058,8015.2696,0.917909
Region 4,24,2020-06-13,0.9453010000000001,53720.0,1569.0,761.0,650347.0,1.4800000000000002e-05,3193.8908690000003,2.4,0.7,578758.0,632886.0,909.0,816.0,0.439771578,-7707.0,14312.0,28572.0,-7606.0,-98794.0,14799.0,8420.04,10542.6894,8678.5968,9712.9972,6413.6464,10970.7375,7798.0555,12354.1673,9104.854,13702.1654,10610.2022,9810.3131,6631.5681,11069.7324,7792.8696,12375.4267,8988.15,12792.3774,9581.6832,12761.883,9386.8428,10642.8493,7033.1135,11924.1367,8444.528,11471.0654,8309.4589,0.9453010000000001
Region 4,25,2020-06-20,1.34281,83537.0,1596.0,820.0,776476.0,1.89e-05,3905.054565,3.2,1.0,647698.0,732302.0,912.0,815.0,0.356265365,-3668.0,18332.0,37301.0,-3432.0,-99222.0,13625.0,8497.53,11105.1293,9098.3241,10226.0375,6556.7931,11567.0548,8033.6624,13036.6803,9419.2496,14585.8258,11166.9187,10344.968,6799.5986,11666.5065,8024.2231,13075.255,9304.5914,13566.4265,10012.9446,13573.3732,9827.6835,11266.3926,7217.6878,12628.6406,8758.7985,12108.8755,8598.2291,1.34281
Region 4,26,2020-06-27,1.6701400000000002,120219.0,1699.0,825.0,920248.0,2.7899999999999997e-05,4362.972717000001,4.5,1.2,829000.0,951812.0,914.0,813.0,0.356627883,-10131.0,12090.0,33339.0,-2249.0,-105330.0,14077.0,8373.19,10235.6494,8374.2675,9404.8788,5886.2159,10613.768999999998,7216.9111,12037.9239,8532.6219,13513.4165,10175.1111,9485.6429,6095.7837,10746.9558,7236.9573,12032.4569,8393.0808,12609.1437,9128.0639,12577.53,8942.2199,10338.1916,6458.0249,11672.843,7925.9474,11183.4128,7787.9395,1.6701400000000002
Region 4,27,2020-07-04,2.0347299999999997,134415.0,1976.0,1247.0,1093381.0,4.11e-05,9540.013641,6.0,1.5,811166.0,947600.0,915.0,807.0,0.47251938200000004,-4101.0,23754.0,32770.0,-5818.0,-139672.0,15378.0,8509.24,9600.1207,7611.3745,8874.3443,5296.2814,10009.0583,6497.0229,11305.6247,7679.6247,12607.5235,9156.4081,8986.0101,5509.6257,10101.6025,6503.7465,11331.7286,7574.2013,11775.1793,8182.9733,11775.798,8094.7177,9779.6771,5842.4806,10957.3212,7154.1332,10507.6682,6998.5778,2.0347299999999997
Region 4,28,2020-07-11,2.282,169280.0,2258.0,1620.0,1312569.0,5.45e-05,7758.993179000001,6.7,1.6,1061150.0,1234864.0,912.0,799.0,0.713265495,-12762.0,7136.0,25824.0,-5240.0,-118779.0,15398.0,8555.75,9413.2789,7641.0136,8655.5776,5168.7107,9778.5042,6376.8837,11070.3215,7549.6224,12459.5614,9087.9838,8714.9642,5352.0363,9863.0143,6365.9577,11110.7268,7459.7472,11668.247,8153.3434,11657.043,8015.9978,9578.7323,5710.5985,10803.925,7056.2015,10287.7643,6884.5251,2.282
Region 4,29,2020-07-18,2.1804799999999998,166207.0,4332.0,2157.0,1544595.0,5.42e-05,9181.00341,6.6,1.5,1009665.0,1178640.0,909.0,798.0,0.6514704889999999,-13437.0,8419.0,29007.0,-8439.0,-113163.0,14874.0,8532.87,9553.748,7659.7223,8723.7662,5056.7978,9882.1655,6272.9288,11283.661,7500.1287,12806.2569,9107.3743,8787.0078,5244.8642,9988.5157,6273.5901,11291.9457,7384.7471,11976.9019,8153.6957,11865.3385,7909.6581,9721.5698,5624.0399,10977.1438,6954.7484,10456.2569,6816.3492,2.1804799999999998
Region 4,30,2020-07-25,1.79303,153629.0,7379.0,2559.0,1815191.0,4.39e-05,9423.498295,5.9,1.2,1017909.0,1172977.0,912.0,855.0,0.53545174,-17248.0,4217.0,26019.0,-8758.0,-113702.0,15194.0,8497.84,9455.9992,7641.4424,8646.5909,4926.556,9828.2458,6128.1316,11284.1024,7362.6678,12917.447,9020.3971,8698.9378,5102.3369,9930.3881,6129.960999999999,11281.8566,7238.0923,12110.2614,8100.9025,11910.7342,7807.6376,9678.2758,5502.4591,10941.4915,6806.5851,10446.7604,6687.5158,1.79303
Region 5,48,2019-11-30,1.97596,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,0.0,0.0,700.0,416.0,3.321493277,0.0,0.0,0.0,0.0,0.0,0.0,4257.054818,5027.786188,4786.8459920000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97596
Region 5,49,2019-12-07,2.06425,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,0.0,0.0,702.0,417.0,4.003832131,0.0,0.0,0.0,0.0,0.0,0.0,4275.331716,5058.252142,4815.93876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06425
Region 5,50,2019-12-14,2.39678,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,701.0,410.0,4.520927091,0.0,0.0,0.0,0.0,0.0,0.0,4289.256501,4952.577279,4710.61288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39678
Region 5,51,2019-12-21,3.24537,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0,0.0,704.0,413.0,5.049570112,0.0,0.0,0.0,0.0,0.0,0.0,4338.466939,4974.125339,4725.572783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24537
Region 5,52,2019-12-28,4.76058,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.0,0.0,0.0,702.0,408.0,5.57140241,0.0,0.0,0.0,0.0,0.0,0.0,4402.603571,4995.605591,4761.677857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76058
Region 5,1,2020-01-04,3.35523,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,718.0,414.0,6.381729504,0.0,0.0,0.0,0.0,0.0,0.0,4256.745,5053.861449,4820.528063000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35523
Region 5,2,2020-01-11,2.9836099999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.9,0.0,0.0,718.0,417.0,6.618827736,0.0,0.0,0.0,0.0,0.0,0.0,3803.02,5132.295328,4886.745611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9836099999999997
Region 5,3,2020-01-18,3.08637,1.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,720.0,417.0,6.597991181,0.0,0.0,0.0,0.0,0.0,0.0,4433.96,5241.047867,4990.495367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08637
Region 5,4,2020-01-25,4.15569,1.0,0.0,0.0,0.0,0.0,0.0,1.9,2.3,0.0,0.0,728.0,422.0,6.416659375,0.0,0.0,0.0,0.0,0.0,0.0,4403.27,4318.5281,4078.6576,3994.0198,3800.2361,3895.8483,3733.1571,4495.8029,4326.0467,6085.9607,5888.1218,3506.8482,3344.5756,3895.8936,3738.0356,4876.3508,4695.7632,6417.1127,6197.7505,6103.1733,5840.0168,4729.3595,4479.9328,4865.9276,4654.795999999999,4572.2004,4400.7904,4.15569
Region 5,5,2020-02-01,5.044980000000001,1.0,0.0,0.0,0.0,0.0,0.0,2.2,2.8,0.0,0.0,728.0,415.0,6.222341355,0.0,0.0,0.0,0.0,0.0,0.0,4386.73,5103.4137,4815.3322,4758.5825,4572.2719,4660.7452,4481.3594,5335.505,5138.3366,6973.253000000001,6730.2833,4201.7991,4042.4407,4681.1278,4504.7642,5759.8865,5550.5206,7327.5961,7067.7031,7029.4395,6750.7109,5562.7971,5331.6995,5754.9827,5545.9113,5391.2686,5196.3454,5.044980000000001
Region 5,6,2020-02-08,5.5292900000000005,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.8,0.0,0.0,728.0,419.0,6.052827872999999,0.0,0.0,0.0,0.0,0.0,0.0,4682.94,5124.4871,4978.3083,4882.8139,4789.5404,4715.1807,4629.8498,5334.1397,5243.5961,6956.4151,6841.1183,4303.5168,4218.6666,4732.6508,4649.7468,5778.4118,5682.871,7280.0109999999995,7160.826,7042.3737,6921.0592,5682.5016,5567.8679,5842.5025,5742.479,5408.8443,5317.845,5.5292900000000005
Region 5,7,2020-02-15,5.19919,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,728.0,415.0,7.804318894,0.0,0.0,0.0,0.0,0.0,0.0,4851.56,5403.3966,5173.6293,5082.4935,4865.2522,4966.3275,4790.5391,5671.255999999999,5488.025,7594.4189,7375.3254,4490.4235,4301.3858,4971.1972,4796.5209,6122.2738,5928.9069,7980.0367,7748.1737,7586.5182,7356.9769,5965.7868,5688.871999999999,6162.3605,5920.960999999999,5769.4502,5581.6957,5.19919
Region 5,8,2020-02-22,4.70476,1.0,0.0,0.0,0.0,0.0,0.0,1.8,2.3,0.0,0.0,729.0,409.0,7.804318894,0.0,0.0,0.0,0.0,0.0,0.0,4816.87,5602.8986,5284.0509,5164.8018,4808.3943,5084.3583,4826.0007,5878.0219,5626.8161,7978.3525,7710.3161,4560.7006,4264.5985,5101.1994,4846.4533,6358.3668,6090.0591,8368.2192,8077.2601,7931.2261,7603.0703,6159.743,5700.9505,6432.0257,6042.8448,5973.2802,5712.2586,4.70476
Region 5,9,2020-02-29,4.48355,5.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,111.0,233.0,730.0,406.0,6.493808408,0.0,0.0,0.0,0.0,0.0,0.0,4987.48,5893.5631,5612.9939,5709.8962,5319.7909,5488.4166,5227.8067,6164.5809,5931.7501,8020.3825,7812.4466,5049.2376,4732.5771,5478.6185,5227.8866,6659.3375,6409.2014,8399.6232,8153.6783,8142.278,7834.2302,6613.441,6127.1974,6776.7146,6381.7646,6264.1921,6019.3517,4.48355
Region 5,10,2020-03-07,4.31036,179.0,0.0,0.0,0.0,1.9e-07,0.0,1.8,2.2,1364.0,2609.0,728.0,410.0,5.5088062120000005,0.0,0.0,0.0,0.0,0.0,0.0,4476.1,5932.5687,5597.8365,5744.3085,5263.5891,5573.3591,5262.1914,6245.1422,5951.206,7983.1564,7688.7484,5149.7983,4770.4601,5585.0986,5273.6775,6727.393,6409.2609999999995,8286.5244,7940.5927,8086.1052,7686.0523,6716.3623,6132.0405,6827.8802,6353.2018,6310.210999999999,5998.19,4.31036
Region 5,11,2020-03-14,4.4153199999999995,2144.0,0.0,41.0,0.0,7.75e-07,59.0,2.9,3.0,17340.0,24748.0,727.0,394.0,5.281471218,0.0,0.0,0.0,0.0,0.0,0.0,3037.94,4016.0653,3596.0575,3933.9499,3435.2753,3807.482,3419.3296,4293.6629,3892.2522,5432.0554,4990.2879,3521.5991,3107.0206,3843.687,3452.7748,4640.9233,4204.9091,5607.4841,5124.5828,5506.0813,4990.0596,4476.6881,3883.015,4658.8887,4127.5378,4332.1178,3919.7859,4.4153199999999995
Region 5,12,2020-03-21,4.55319,9978.0,0.0,363.0,512.0,1.1900000000000001e-05,343.0,5.6,4.5,77715.0,91739.0,728.0,396.0,5.203266683,0.0,0.0,0.0,0.0,0.0,0.0,2302.09,2982.0269,2691.1978,3073.0281,2684.9989,3022.5416,2748.4141,3207.0201,2948.5179,3397.7987,3135.6202,2918.5756,2596.7386,3078.2019,2802.9924,3416.9736,3130.3178,3275.8661,2986.0653,3423.0081,3074.347,3305.3025,2863.6901,3371.5991,2995.2829,3155.1573,2885.0949,4.55319
Region 5,13,2020-03-28,3.0447599999999997,22963.0,197.0,1167.0,771.0,3.68e-05,1373.0,6.5,3.8,92932.0,115235.0,727.0,378.0,3.140627035,0.0,0.0,0.0,0.0,0.0,0.0,2391.0,1829.1268,1637.1948,1959.881,1673.2322,1883.6078,1685.5694,1938.6857,1757.5839,1904.003,1731.8396,1880.1822,1640.0453,1924.7552,1725.6711,2056.9211,1856.7824,1785.4722,1602.0344,1955.2685,1717.0397,2032.7966,1710.9531,2051.1354,1781.8613,1904.9352,1716.6684,3.0447599999999997
Region 5,14,2020-04-04,2.28111,26147.0,16837.0,1965.0,4930.0,5.5299999999999996e-05,8691.0,6.6,3.1,103835.0,128044.0,727.0,371.0,1.3569805680000002,0.0,0.0,0.0,0.0,0.0,0.0,2584.4,1806.9696,1591.4779999999998,1978.9493,1649.7398,1860.7152,1640.2453,1885.8178,1693.6345,1831.2821,1659.8224,1882.5256,1612.0786,1891.8243,1675.0792,2007.2597,1792.9542,1723.6279,1535.024,1914.1989,1657.9078,2057.3658,1686.4067,2020.0443,1724.2984,1860.6642,1659.7718,2.28111
Region 5,15,2020-04-11,1.7258900000000001,25822.0,25513.0,2158.0,12372.0,4.210000000000001e-05,5423.0,6.0,2.3,106764.0,132144.0,724.0,380.0,0.676504087,0.0,0.0,0.0,0.0,0.0,0.0,2693.38,1871.3877,1627.8315,2015.5072,1632.3054,1927.4462,1669.7089999999998,1976.9881,1753.0031,1953.5901,1753.1429,1934.0727,1619.271,1969.2384,1715.4343,2109.8606,1858.3795,1818.2582,1599.2055,1989.9134,1695.6507,2107.4912,1677.3011,2081.6377,1744.5384,1950.0568,1714.1185,1.7258900000000001
Region 5,16,2020-04-18,1.43316,31199.0,23811.0,2115.0,36200.0,4.2e-05,6462.0,5.4,1.8,165137.0,197148.0,723.0,378.0,0.40726812700000004,0.0,0.0,0.0,0.0,0.0,0.0,3130.56,1414.7891,1039.9391,1617.9486,1113.2065,1513.9761,1105.353,1514.1373,1133.606,1460.6644,1128.0824,1552.3272,1095.9247,1537.8370000000002,1128.4516,1603.6824,1196.2068,1364.5383,1038.4253,1532.231,1123.9728,1645.9326,1115.9865,1607.9087,1143.0243,1505.2912,1121.612,1.43316
Region 5,17,2020-04-25,1.4612399999999999,36232.0,21804.0,2308.0,88248.0,3.26e-05,5276.0,4.9,1.6,232923.0,269857.0,726.0,377.0,0.364783311,0.0,0.0,0.0,0.0,0.0,0.0,3478.47,2194.9685,1794.274,2365.8559,1755.1372,2298.1729,1835.3653,2340.8101,1920.2133,2257.9889,1883.9272,2306.3384,1771.5683,2345.4267,1883.5636,2468.6715,2012.0046,2093.8949,1714.0161,2296.1935,1815.9079,2376.1094,1734.8882,2408.1688,1864.4623,2309.8278,1876.0437,1.4612399999999999
Region 5,18,2020-05-02,1.29092,36894.0,22322.0,2045.0,177690.0,3.3299999999999996e-05,9864.0,4.7,1.3,294800.0,331971.0,724.0,368.0,0.298591508,0.0,0.0,0.0,0.0,0.0,0.0,3895.79,2583.1397,2100.4041,2786.1513,2014.441,2694.5005,2100.6929999999998,2730.4043,2190.5846,2621.1695,2138.4056,2730.9483,2043.6927,2752.6177,2158.9182,2863.639,2283.7121,2431.6297,1945.6452,2664.4451,2062.5627,2811.5298,2002.4032,2829.74,2148.689,2697.567,2139.5708,1.29092
Region 5,19,2020-05-09,1.21509,34433.0,20891.0,1837.0,260241.0,2.7699999999999996e-05,4661.5,4.0,1.1,374846.0,410694.0,726.0,355.0,0.224772991,0.0,0.0,0.0,0.0,0.0,0.0,3111.24,3243.6728,2682.3177,3398.9431,2447.2673,3354.0065,2616.2473,3465.703,2786.0846,3439.2311,2825.3668,3346.4305,2495.0944,3431.3328,2691.3740000000003,3646.5967,2918.7339,3201.4388,2578.8982,3409.9609,2656.5235,3445.6265,2448.4074,3526.7719,2686.3866,3419.7108,2716.3942,1.21509
Region 5,20,2020-05-16,1.11458,34536.0,18612.0,1670.0,339436.0,2.7899999999999997e-05,5211.75,3.6,0.9,446136.0,480325.0,724.0,354.0,0.19157060199999998,0.0,0.0,0.0,0.0,0.0,0.0,4887.36,3196.9701,2688.2125,3386.3178,2408.7444,3317.6679,2573.7531,3412.3013,2736.2725,3378.8707,2774.0343,3300.008,2435.8929,3387.0916,2642.5363,3596.0458,2869.5633,3177.5292,2557.9836,3410.5192,2647.3068,3396.7143,2379.0874,3477.4224,2633.7997,3375.5552,2670.4405,1.11458
Region 5,21,2020-05-23,0.9058959999999999,28415.0,17601.0,1361.0,419383.0,2.7699999999999996e-05,3942.125,3.0,0.8,461699.0,488739.0,727.0,340.0,0.155162769,0.0,0.0,0.0,0.0,0.0,0.0,5276.29,3838.6024,3230.5816,4036.3025,2807.2074,3977.9801,3028.1107,4130.265,3255.9733,4201.1028,3408.4135,3916.3052,2828.2032,4060.9332,3107.5559,4365.6074,3428.0221,3967.8123,3156.3135,4184.6895,3205.7275,4107.2904,2812.2731,4178.9652,3117.8329,4086.5264,3177.0664,0.9058959999999999
Region 5,22,2020-05-30,0.572238,27044.0,15460.0,1238.0,666329.0,2.61e-05,4104.9375,2.3,0.6,481526.0,502182.0,727.0,344.0,0.167364289,0.0,0.0,0.0,0.0,0.0,0.0,5716.51,4032.9201,3404.8917,4226.5792,2894.4924,4159.0269,3124.0961,4338.1349,3382.5966,4488.1522,3613.2806,4097.5767,2911.0875,4240.4303,3202.8039,4593.8851,3571.0304,4256.9886,3362.7349,4477.721,3393.7923,4367.9517,2942.5209999999997,4438.3543,3277.3787,4294.3699,3301.2222,0.572238
Region 5,23,2020-06-06,0.513026,19758.0,12595.0,1188.0,760621.0,1.53e-05,2735.03125,1.7,0.5,488889.0,504700.0,724.0,344.0,0.066257197,0.0,0.0,0.0,0.0,0.0,0.0,6113.18,4450.2999,3664.0578,4589.0489,3034.6144,4548.6487,3283.3479,4814.8285,3608.9917,5111.1133,3981.2041,4424.8563,3022.4664,4635.7518,3362.8234,5119.9837,3839.2096,4886.1375,3738.4864,5045.8251,3701.1904,4797.2411,3135.4556,4866.2846,3482.2068,4775.2385,3534.9719,0.513026
Region 5,24,2020-06-13,0.624656,16713.0,10517.0,842.0,840929.0,1.39e-05,2537.484375,1.4,0.4,542033.0,558279.0,722.0,344.0,0.12418126800000001,0.0,0.0,0.0,0.0,0.0,0.0,6519.21,4743.5692,3952.7965,4858.0313,3172.2187,4819.2618,3450.5047,5153.3066,3837.1561,5647.3069,4371.0312,4658.1236,3147.092,4912.8412,3536.937,5501.8203,4091.1946,5429.9896,4129.9094,5559.1226,4046.3973,5194.8378,3338.0594,5267.7574,3743.9211,5118.891,3761.0632,0.624656
Region 5,25,2020-06-20,0.519163,20337.0,9328.0,579.0,923601.0,1.28e-05,2400.7578129999997,1.4,0.5,587141.0,607475.0,720.0,336.0,0.025575628,0.0,0.0,0.0,0.0,0.0,0.0,6662.58,5072.3911,4220.7316,5173.0472,3289.7064,5133.1076,3600.4458,5529.238,4046.1105,6164.9962,4702.4825,4946.2178,3263.2337,5233.5852,3694.3806,5923.4674,4326.2487,5934.3514,4443.465999999999,6032.8721,4311.7268,5596.1436,3492.9172,5664.7864,3945.1711,5497.4196,3966.5194,0.519163
Region 5,26,2020-06-27,0.630412,24765.0,8661.0,466.0,1107285.0,1.52e-05,2283.621094,1.5,0.6,614983.0,639645.0,725.0,327.0,0.127447388,0.0,0.0,0.0,0.0,0.0,0.0,6740.56,4826.6153,4035.3798,4942.6114,3084.8686,4882.6552,3371.0349,5243.943,3783.5117,5863.7034,4419.5215,4708.2103,3050.0788,4965.5632,3450.2756,5617.1036,4046.4173,5675.5861,4199.2053,5781.1039,4072.7657,5382.9006,3293.8444,5431.8856,3734.8443,5220.4855,3712.4569,0.630412
Region 5,27,2020-07-04,0.56718,30737.0,8324.0,497.0,1354937.0,1.6800000000000002e-05,2645.189453,1.7,0.6,672134.0,702781.0,724.0,333.0,0.17761558300000002,0.0,0.0,0.0,0.0,0.0,0.0,6941.41,4645.5902,3687.9581,4763.4023,2818.7827,4720.2518,3065.6748,5063.7871,3437.0337,5621.3315,4022.3873,4575.1743,2793.067,4809.835999999999,3142.1422,5386.4664,3663.3664,5436.6008,3825.5437,5554.0851,3733.4568,5158.6833,3011.3059999999996,5228.7495,3426.3951,5031.8958,3372.3274,0.56718
