region,week_end_date,historical_endogeneous,wILI
Region 3,2013-01-26,3.5935599999999996,3.5935599999999996
Region 4,2013-01-26,2.4933099999999997,2.4933099999999997
Region 5,2013-01-26,3.31545,3.31545
Region 6,2013-01-26,7.10997,7.10997
Region 7,2013-01-26,5.34475,5.34475
Region 8,2013-01-26,3.9764699999999995,3.9764699999999995
Region 9,2013-01-26,5.578530000000001,5.578530000000001
Region 10,2013-01-26,3.6931599999999998,3.6931599999999998
Region 1,2013-02-02,2.21254,2.21254
Region 2,2013-02-02,3.8250800000000003,3.8250800000000003
Region 3,2013-02-02,3.05049,3.05049
Region 4,2013-02-02,2.53531,2.53531
Region 5,2013-02-02,2.97914,2.97914
Region 6,2013-02-02,5.82086,5.82086
Region 7,2013-02-02,5.16544,5.16544
Region 8,2013-02-02,3.44291,3.44291
Region 9,2013-02-02,5.49148,5.49148
Region 10,2013-02-02,2.78231,2.78231
Region 1,2013-02-09,1.87401,1.87401
Region 2,2013-02-09,3.5781,3.5781
Region 3,2013-02-09,2.58184,2.58184
Region 4,2013-02-09,2.28238,2.28238
Region 5,2013-02-09,2.68669,2.68669
Region 6,2013-02-09,4.4613,4.4613
Region 7,2013-02-09,4.3493900000000005,4.3493900000000005
Region 8,2013-02-09,2.97312,2.97312
Region 9,2013-02-09,4.98836,4.98836
Region 10,2013-02-09,2.439,2.439
Region 1,2013-02-16,1.5552,1.5552
Region 2,2013-02-16,3.71476,3.71476
Region 3,2013-02-16,2.75565,2.75565
Region 4,2013-02-16,2.1598599999999997,2.1598599999999997
Region 5,2013-02-16,2.4344200000000003,2.4344200000000003
Region 6,2013-02-16,3.8526599999999998,3.8526599999999998
Region 7,2013-02-16,3.42581,3.42581
Region 8,2013-02-16,2.63255,2.63255
Region 9,2013-02-16,4.49215,4.49215
Region 10,2013-02-16,2.09196,2.09196
Region 1,2013-02-23,1.50586,1.50586
Region 2,2013-02-23,3.4348699999999996,3.4348699999999996
Region 3,2013-02-23,2.63728,2.63728
Region 4,2013-02-23,2.03482,2.03482
Region 5,2013-02-23,2.29596,2.29596
Region 6,2013-02-23,3.28524,3.28524
Region 7,2013-02-23,3.06399,3.06399
Region 8,2013-02-23,2.17155,2.17155
Region 9,2013-02-23,3.8169800000000005,3.8169800000000005
Region 10,2013-02-23,1.8586,1.8586
Region 1,2013-03-02,1.32621,1.32621
Region 2,2013-03-02,2.77153,2.77153
Region 3,2013-03-02,2.5636799999999997,2.5636799999999997
Region 4,2013-03-02,1.94851,1.94851
Region 5,2013-03-02,2.14368,2.14368
Region 6,2013-03-02,3.2220299999999997,3.2220299999999997
Region 7,2013-03-02,2.3791700000000002,2.3791700000000002
Region 8,2013-03-02,2.10319,2.10319
Region 9,2013-03-02,3.4736300000000004,3.4736300000000004
Region 10,2013-03-02,1.41838,1.41838
Region 1,2013-03-09,1.30083,1.30083
Region 2,2013-03-09,2.9860900000000004,2.9860900000000004
Region 3,2013-03-09,3.30856,3.30856
Region 4,2013-03-09,2.20722,2.20722
Region 5,2013-03-09,1.9789,1.9789
Region 6,2013-03-09,3.14942,3.14942
Region 7,2013-03-09,2.26166,2.26166
Region 8,2013-03-09,1.7986799999999998,1.7986799999999998
Region 9,2013-03-09,3.60806,3.60806
Region 10,2013-03-09,1.0299200000000002,1.0299200000000002
Region 1,2013-03-16,1.18804,1.18804
Region 2,2013-03-16,2.86258,2.86258
Region 3,2013-03-16,2.64646,2.64646
Region 4,2013-03-16,2.0485900000000004,2.0485900000000004
Region 5,2013-03-16,2.1400900000000003,2.1400900000000003
Region 6,2013-03-16,3.04121,3.04121
Region 7,2013-03-16,1.9079400000000002,1.9079400000000002
Region 8,2013-03-16,1.75337,1.75337
Region 9,2013-03-16,3.1450299999999998,3.1450299999999998
Region 10,2013-03-16,1.07185,1.07185
Region 1,2013-03-23,1.19612,1.19612
Region 2,2013-03-23,2.53803,2.53803
Region 3,2013-03-23,2.2398700000000002,2.2398700000000002
Region 4,2013-03-23,1.83444,1.83444
Region 5,2013-03-23,1.7710700000000001,1.7710700000000001
Region 6,2013-03-23,2.5628599999999997,2.5628599999999997
Region 7,2013-03-23,1.5160200000000001,1.5160200000000001
Region 8,2013-03-23,1.21262,1.21262
Region 9,2013-03-23,2.89597,2.89597
Region 10,2013-03-23,0.654524,0.654524
Region 1,2013-03-30,1.18515,1.18515
Region 2,2013-03-30,2.1803,2.1803
Region 3,2013-03-30,2.11309,2.11309
Region 4,2013-03-30,1.73148,1.73148
Region 5,2013-03-30,1.5748,1.5748
Region 6,2013-03-30,2.33966,2.33966
Region 7,2013-03-30,1.50791,1.50791
Region 8,2013-03-30,1.2491299999999999,1.2491299999999999
Region 9,2013-03-30,2.61787,2.61787
Region 10,2013-03-30,0.7386229999999999,0.7386229999999999
Region 1,2013-04-06,1.19767,1.19767
Region 2,2013-04-06,1.92619,1.92619
Region 3,2013-04-06,1.6873,1.6873
Region 4,2013-04-06,1.44116,1.44116
Region 5,2013-04-06,1.39945,1.39945
Region 6,2013-04-06,2.23433,2.23433
Region 7,2013-04-06,1.1312,1.1312
Region 8,2013-04-06,1.16801,1.16801
Region 9,2013-04-06,2.2302400000000002,2.2302400000000002
Region 10,2013-04-06,0.721545,0.721545
Region 1,2013-04-13,1.24114,1.24114
Region 2,2013-04-13,1.61129,1.61129
Region 3,2013-04-13,1.52749,1.52749
Region 4,2013-04-13,1.18925,1.18925
Region 5,2013-04-13,1.2203600000000001,1.2203600000000001
Region 6,2013-04-13,2.02133,2.02133
Region 7,2013-04-13,1.02376,1.02376
Region 8,2013-04-13,1.01314,1.01314
Region 9,2013-04-13,1.8563,1.8563
Region 10,2013-04-13,0.425599,0.425599
Region 1,2013-04-20,1.05995,1.05995
Region 2,2013-04-20,1.3926399999999999,1.3926399999999999
Region 3,2013-04-20,1.14475,1.14475
Region 4,2013-04-20,1.02839,1.02839
Region 5,2013-04-20,1.13168,1.13168
Region 6,2013-04-20,1.9546,1.9546
Region 7,2013-04-20,0.9269270000000001,0.9269270000000001
Region 8,2013-04-20,1.01639,1.01639
Region 9,2013-04-20,1.68062,1.68062
Region 10,2013-04-20,0.404495,0.404495
Region 1,2013-04-27,0.783118,0.783118
Region 2,2013-04-27,1.4588,1.4588
Region 3,2013-04-27,1.09053,1.09053
Region 4,2013-04-27,0.8611190000000001,0.8611190000000001
Region 5,2013-04-27,0.971924,0.971924
Region 6,2013-04-27,1.87992,1.87992
Region 7,2013-04-27,0.9496180000000001,0.9496180000000001
Region 8,2013-04-27,1.00657,1.00657
Region 9,2013-04-27,1.64367,1.64367
Region 10,2013-04-27,0.374257,0.374257
Region 1,2013-05-04,0.8057350000000001,0.8057350000000001
Region 2,2013-05-04,1.4368100000000001,1.4368100000000001
Region 3,2013-05-04,1.0540100000000001,1.0540100000000001
Region 4,2013-05-04,0.68861,0.68861
Region 5,2013-05-04,0.843975,0.843975
Region 6,2013-05-04,1.65645,1.65645
Region 7,2013-05-04,0.840615,0.840615
Region 8,2013-05-04,1.00405,1.00405
Region 9,2013-05-04,1.61538,1.61538
Region 10,2013-05-04,0.43933,0.43933
Region 1,2013-05-11,0.690938,0.690938
Region 2,2013-05-11,1.26071,1.26071
Region 3,2013-05-11,1.2852,1.2852
Region 4,2013-05-11,0.703683,0.703683
Region 5,2013-05-11,0.857398,0.857398
Region 6,2013-05-11,1.7360200000000001,1.7360200000000001
Region 7,2013-05-11,0.769543,0.769543
Region 8,2013-05-11,0.929267,0.929267
Region 9,2013-05-11,1.5483200000000001,1.5483200000000001
Region 10,2013-05-11,0.209236,0.209236
Region 1,2013-05-18,0.623383,0.623383
Region 2,2013-05-18,1.33755,1.33755
Region 3,2013-05-18,1.13242,1.13242
Region 4,2013-05-18,0.760478,0.760478
Region 5,2013-05-18,0.8527809999999999,0.8527809999999999
Region 6,2013-05-18,1.63421,1.63421
Region 7,2013-05-18,0.603697,0.603697
Region 8,2013-05-18,0.738568,0.738568
Region 9,2013-05-18,1.6145399999999999,1.6145399999999999
Region 10,2013-05-18,0.316906,0.316906
Region 1,2013-05-25,0.5957520000000001,0.5957520000000001
Region 2,2013-05-25,1.18383,1.18383
Region 3,2013-05-25,1.0842399999999999,1.0842399999999999
Region 4,2013-05-25,0.8178350000000001,0.8178350000000001
Region 5,2013-05-25,0.8167449999999999,0.8167449999999999
Region 6,2013-05-25,1.47642,1.47642
Region 7,2013-05-25,0.729762,0.729762
Region 8,2013-05-25,0.784251,0.784251
Region 9,2013-05-25,1.42814,1.42814
Region 10,2013-05-25,0.301519,0.301519
Region 1,2013-06-01,0.581825,0.581825
Region 2,2013-06-01,1.3748200000000002,1.3748200000000002
Region 3,2013-06-01,1.31233,1.31233
Region 4,2013-06-01,0.619213,0.619213
Region 5,2013-06-01,0.994613,0.994613
Region 6,2013-06-01,1.5106700000000002,1.5106700000000002
Region 7,2013-06-01,0.770442,0.770442
Region 8,2013-06-01,0.802426,0.802426
Region 9,2013-06-01,1.41205,1.41205
Region 10,2013-06-01,0.265127,0.265127
Region 1,2013-06-08,0.408342,0.408342
Region 2,2013-06-08,1.1481700000000001,1.1481700000000001
Region 3,2013-06-08,1.03461,1.03461
Region 4,2013-06-08,0.583142,0.583142
Region 5,2013-06-08,0.878761,0.878761
Region 6,2013-06-08,1.3348,1.3348
Region 7,2013-06-08,0.18453599999999998,0.18453599999999998
Region 8,2013-06-08,0.7317140000000001,0.7317140000000001
Region 9,2013-06-08,1.4180000000000001,1.4180000000000001
Region 10,2013-06-08,0.34468200000000004,0.34468200000000004
Region 1,2013-06-15,0.47561000000000003,0.47561000000000003
Region 2,2013-06-15,1.21075,1.21075
Region 3,2013-06-15,1.1999799999999998,1.1999799999999998
Region 4,2013-06-15,0.503904,0.503904
Region 5,2013-06-15,0.8609120000000001,0.8609120000000001
Region 6,2013-06-15,1.2481799999999998,1.2481799999999998
Region 7,2013-06-15,0.169888,0.169888
Region 8,2013-06-15,0.6819069999999999,0.6819069999999999
Region 9,2013-06-15,1.4657799999999999,1.4657799999999999
Region 10,2013-06-15,0.349294,0.349294
Region 1,2013-06-22,0.39166799999999996,0.39166799999999996
Region 2,2013-06-22,1.16455,1.16455
Region 3,2013-06-22,0.8495209999999999,0.8495209999999999
Region 4,2013-06-22,0.509231,0.509231
Region 5,2013-06-22,0.793133,0.793133
Region 6,2013-06-22,1.58591,1.58591
Region 7,2013-06-22,0.257195,0.257195
Region 8,2013-06-22,0.655891,0.655891
Region 9,2013-06-22,1.4212200000000001,1.4212200000000001
Region 10,2013-06-22,0.284769,0.284769
Region 1,2013-06-29,0.430542,0.430542
Region 2,2013-06-29,1.13266,1.13266
Region 3,2013-06-29,0.783896,0.783896
Region 4,2013-06-29,0.475328,0.475328
Region 5,2013-06-29,0.771008,0.771008
Region 6,2013-06-29,1.4207100000000001,1.4207100000000001
Region 7,2013-06-29,0.12300000000000001,0.12300000000000001
Region 8,2013-06-29,0.617954,0.617954
Region 9,2013-06-29,1.26664,1.26664
Region 10,2013-06-29,0.188386,0.188386
Region 1,2013-07-06,0.43042700000000006,0.43042700000000006
Region 2,2013-07-06,0.7437630000000001,0.7437630000000001
Region 3,2013-07-06,0.7855479999999999,0.7855479999999999
Region 4,2013-07-06,0.637141,0.637141
Region 5,2013-07-06,0.9270299999999999,0.9270299999999999
Region 6,2013-07-06,1.55464,1.55464
Region 7,2013-07-06,0.10086200000000001,0.10086200000000001
Region 8,2013-07-06,0.561213,0.561213
Region 9,2013-07-06,1.24862,1.24862
Region 10,2013-07-06,0.152616,0.152616
Region 1,2013-07-13,0.384096,0.384096
Region 2,2013-07-13,0.968167,0.968167
Region 3,2013-07-13,0.6173109999999999,0.6173109999999999
Region 4,2013-07-13,0.35574,0.35574
Region 5,2013-07-13,0.717799,0.717799
Region 6,2013-07-13,1.42515,1.42515
Region 7,2013-07-13,0.104753,0.104753
Region 8,2013-07-13,0.499137,0.499137
Region 9,2013-07-13,1.06856,1.06856
Region 10,2013-07-13,0.24799699999999997,0.24799699999999997
Region 1,2013-07-20,0.38847800000000005,0.38847800000000005
Region 2,2013-07-20,0.877442,0.877442
Region 3,2013-07-20,0.636361,0.636361
Region 4,2013-07-20,0.377015,0.377015
Region 5,2013-07-20,0.666799,0.666799
Region 6,2013-07-20,1.3590799999999998,1.3590799999999998
Region 7,2013-07-20,0.13155899999999998,0.13155899999999998
Region 8,2013-07-20,0.573639,0.573639
Region 9,2013-07-20,1.1224299999999998,1.1224299999999998
Region 10,2013-07-20,0.22380100000000003,0.22380100000000003
Region 1,2013-07-27,0.343594,0.343594
Region 2,2013-07-27,0.877353,0.877353
Region 3,2013-07-27,0.653406,0.653406
Region 4,2013-07-27,0.532806,0.532806
Region 5,2013-07-27,0.624777,0.624777
Region 6,2013-07-27,1.20512,1.20512
Region 7,2013-07-27,0.13277,0.13277
Region 8,2013-07-27,0.718513,0.718513
Region 9,2013-07-27,1.1637899999999999,1.1637899999999999
Region 10,2013-07-27,0.23777199999999998,0.23777199999999998
Region 1,2013-08-03,0.343561,0.343561
Region 2,2013-08-03,0.8880170000000001,0.8880170000000001
Region 3,2013-08-03,0.762736,0.762736
Region 4,2013-08-03,0.364307,0.364307
Region 5,2013-08-03,0.669585,0.669585
Region 6,2013-08-03,1.37829,1.37829
Region 7,2013-08-03,0.12404100000000001,0.12404100000000001
Region 8,2013-08-03,0.5088050000000001,0.5088050000000001
Region 9,2013-08-03,1.08253,1.08253
Region 10,2013-08-03,0.196758,0.196758
Region 1,2013-08-10,0.39226300000000003,0.39226300000000003
Region 2,2013-08-10,1.15352,1.15352
Region 3,2013-08-10,0.7062689999999999,0.7062689999999999
Region 4,2013-08-10,0.462664,0.462664
Region 5,2013-08-10,0.5384869999999999,0.5384869999999999
Region 6,2013-08-10,1.161,1.161
Region 7,2013-08-10,0.706188,0.706188
Region 8,2013-08-10,0.507189,0.507189
Region 9,2013-08-10,1.15876,1.15876
Region 10,2013-08-10,0.212315,0.212315
Region 1,2013-08-17,0.335119,0.335119
Region 2,2013-08-17,0.765286,0.765286
Region 3,2013-08-17,0.741413,0.741413
Region 4,2013-08-17,0.550082,0.550082
Region 5,2013-08-17,0.722201,0.722201
Region 6,2013-08-17,1.2959200000000002,1.2959200000000002
Region 7,2013-08-17,0.470713,0.470713
Region 8,2013-08-17,0.46593500000000004,0.46593500000000004
Region 9,2013-08-17,1.1047200000000001,1.1047200000000001
Region 10,2013-08-17,0.123412,0.123412
Region 1,2013-08-24,0.41355699999999995,0.41355699999999995
Region 2,2013-08-24,0.801036,0.801036
Region 3,2013-08-24,0.807802,0.807802
Region 4,2013-08-24,0.624262,0.624262
Region 5,2013-08-24,0.6483300000000001,0.6483300000000001
Region 6,2013-08-24,1.41086,1.41086
Region 7,2013-08-24,0.46698999999999996,0.46698999999999996
Region 8,2013-08-24,0.443358,0.443358
Region 9,2013-08-24,1.03191,1.03191
Region 10,2013-08-24,0.127551,0.127551
Region 1,2013-08-31,0.333156,0.333156
Region 2,2013-08-31,0.82326,0.82326
Region 3,2013-08-31,0.923451,0.923451
Region 4,2013-08-31,0.659895,0.659895
Region 5,2013-08-31,0.7313470000000001,0.7313470000000001
Region 6,2013-08-31,1.6967700000000001,1.6967700000000001
Region 7,2013-08-31,0.199123,0.199123
Region 8,2013-08-31,0.748055,0.748055
Region 9,2013-08-31,1.3685100000000001,1.3685100000000001
Region 10,2013-08-31,0.11755499999999999,0.11755499999999999
Region 1,2013-09-07,0.304002,0.304002
Region 2,2013-09-07,0.672693,0.672693
Region 3,2013-09-07,0.7974359999999999,0.7974359999999999
Region 4,2013-09-07,0.727483,0.727483
Region 5,2013-09-07,0.730498,0.730498
Region 6,2013-09-07,2.33453,2.33453
Region 7,2013-09-07,0.703354,0.703354
Region 8,2013-09-07,0.694425,0.694425
Region 9,2013-09-07,1.46948,1.46948
Region 10,2013-09-07,0.13834000000000002,0.13834000000000002
Region 1,2013-09-14,0.338289,0.338289
Region 2,2013-09-14,0.676719,0.676719
Region 3,2013-09-14,1.1940899999999999,1.1940899999999999
Region 4,2013-09-14,0.7342,0.7342
Region 5,2013-09-14,0.819736,0.819736
Region 6,2013-09-14,2.29547,2.29547
Region 7,2013-09-14,0.859606,0.859606
Region 8,2013-09-14,0.35521199999999997,0.35521199999999997
Region 9,2013-09-14,1.51529,1.51529
Region 10,2013-09-14,0.204708,0.204708
Region 1,2013-09-21,0.46090299999999995,0.46090299999999995
Region 2,2013-09-21,0.885106,0.885106
Region 3,2013-09-21,1.2048299999999998,1.2048299999999998
Region 4,2013-09-21,0.666963,0.666963
Region 5,2013-09-21,0.8867729999999999,0.8867729999999999
Region 6,2013-09-21,2.4592,2.4592
Region 7,2013-09-21,0.760087,0.760087
Region 8,2013-09-21,0.387416,0.387416
Region 9,2013-09-21,1.4904700000000002,1.4904700000000002
Region 10,2013-09-21,0.299062,0.299062
Region 1,2013-09-28,0.98459,0.98459
Region 2,2013-09-28,0.84529,0.84529
Region 3,2013-09-28,1.19383,1.19383
Region 4,2013-09-28,0.974491,0.974491
Region 5,2013-09-28,0.8876149999999999,0.8876149999999999
Region 6,2013-09-28,2.6303099999999997,2.6303099999999997
Region 7,2013-09-28,0.8788090000000001,0.8788090000000001
Region 8,2013-09-28,0.591698,0.591698
Region 9,2013-09-28,1.70996,1.70996
Region 10,2013-09-28,0.34105,0.34105
Region 1,2013-10-05,0.621395,0.621395
Region 2,2013-10-05,1.60751,1.60751
Region 3,2013-10-05,0.926323,0.926323
Region 4,2013-10-05,0.943459,0.943459
Region 5,2013-10-05,0.8858379999999999,0.8858379999999999
Region 6,2013-10-05,2.1557,2.1557
Region 7,2013-10-05,0.649922,0.649922
Region 8,2013-10-05,0.687334,0.687334
Region 9,2013-10-05,1.36535,1.36535
Region 10,2013-10-05,0.429608,0.429608
Region 1,2013-10-12,0.6544409999999999,0.6544409999999999
Region 2,2013-10-12,1.6906400000000001,1.6906400000000001
Region 3,2013-10-12,1.05393,1.05393
Region 4,2013-10-12,1.00106,1.00106
Region 5,2013-10-12,1.03914,1.03914
Region 6,2013-10-12,2.23693,2.23693
Region 7,2013-10-12,0.848308,0.848308
Region 8,2013-10-12,0.7350409999999999,0.7350409999999999
Region 9,2013-10-12,1.60314,1.60314
Region 10,2013-10-12,0.405647,0.405647
Region 1,2013-10-19,0.741983,0.741983
Region 2,2013-10-19,1.9609400000000001,1.9609400000000001
Region 3,2013-10-19,1.04182,1.04182
Region 4,2013-10-19,1.0157,1.0157
Region 5,2013-10-19,0.987201,0.987201
Region 6,2013-10-19,2.4355900000000004,2.4355900000000004
Region 7,2013-10-19,0.708172,0.708172
Region 8,2013-10-19,0.644746,0.644746
Region 9,2013-10-19,1.60277,1.60277
Region 10,2013-10-19,0.5114380000000001,0.5114380000000001
Region 1,2013-10-26,0.80209,0.80209
Region 2,2013-10-26,1.6992200000000002,1.6992200000000002
Region 3,2013-10-26,1.12691,1.12691
Region 4,2013-10-26,1.2372100000000001,1.2372100000000001
Region 5,2013-10-26,1.11493,1.11493
Region 6,2013-10-26,2.39649,2.39649
Region 7,2013-10-26,0.9122389999999999,0.9122389999999999
Region 8,2013-10-26,0.8116680000000001,0.8116680000000001
Region 9,2013-10-26,1.5999299999999999,1.5999299999999999
Region 10,2013-10-26,0.5133270000000001,0.5133270000000001
Region 1,2013-11-02,0.9055620000000001,0.9055620000000001
Region 2,2013-11-02,2.01973,2.01973
Region 3,2013-11-02,1.10398,1.10398
Region 4,2013-11-02,1.2908899999999999,1.2908899999999999
Region 5,2013-11-02,1.17731,1.17731
Region 6,2013-11-02,2.51041,2.51041
Region 7,2013-11-02,0.796841,0.796841
Region 8,2013-11-02,0.71632,0.71632
Region 9,2013-11-02,1.8010700000000002,1.8010700000000002
Region 10,2013-11-02,0.5356489999999999,0.5356489999999999
Region 1,2013-11-09,0.9554540000000001,0.9554540000000001
Region 2,2013-11-09,1.78105,1.78105
Region 3,2013-11-09,1.1214899999999999,1.1214899999999999
Region 4,2013-11-09,1.49248,1.49248
Region 5,2013-11-09,1.2143,1.2143
Region 6,2013-11-09,2.9151700000000003,2.9151700000000003
Region 7,2013-11-09,0.893907,0.893907
Region 8,2013-11-09,0.753484,0.753484
Region 9,2013-11-09,2.06682,2.06682
Region 10,2013-11-09,0.379759,0.379759
Region 1,2013-11-16,0.851659,0.851659
Region 2,2013-11-16,1.5416299999999998,1.5416299999999998
Region 3,2013-11-16,1.25863,1.25863
Region 4,2013-11-16,1.4752100000000001,1.4752100000000001
Region 5,2013-11-16,1.16591,1.16591
Region 6,2013-11-16,3.29638,3.29638
Region 7,2013-11-16,0.864878,0.864878
Region 8,2013-11-16,0.706757,0.706757
Region 9,2013-11-16,2.0459,2.0459
Region 10,2013-11-16,0.503713,0.503713
Region 1,2013-11-23,0.692049,0.692049
Region 2,2013-11-23,1.8557400000000002,1.8557400000000002
Region 3,2013-11-23,1.18203,1.18203
Region 4,2013-11-23,1.6976799999999999,1.6976799999999999
Region 5,2013-11-23,1.20015,1.20015
Region 6,2013-11-23,3.70307,3.70307
Region 7,2013-11-23,1.0384200000000001,1.0384200000000001
Region 8,2013-11-23,0.953634,0.953634
Region 9,2013-11-23,1.9743,1.9743
Region 10,2013-11-23,0.46930900000000003,0.46930900000000003
Region 1,2013-11-30,0.9199299999999999,0.9199299999999999
Region 2,2013-11-30,2.02846,2.02846
Region 3,2013-11-30,1.51288,1.51288
Region 4,2013-11-30,2.16364,2.16364
Region 5,2013-11-30,1.6854200000000001,1.6854200000000001
Region 6,2013-11-30,4.392869999999999,4.392869999999999
Region 7,2013-11-30,1.121,1.121
Region 8,2013-11-30,0.995917,0.995917
Region 9,2013-11-30,2.3489400000000002,2.3489400000000002
Region 10,2013-11-30,0.6802239999999999,0.6802239999999999
Region 1,2013-12-07,0.8255540000000001,0.8255540000000001
Region 2,2013-12-07,2.02368,2.02368
Region 3,2013-12-07,1.51609,1.51609
Region 4,2013-12-07,2.28842,2.28842
Region 5,2013-12-07,1.56576,1.56576
Region 6,2013-12-07,4.945930000000001,4.945930000000001
Region 7,2013-12-07,1.2566,1.2566
Region 8,2013-12-07,1.52746,1.52746
Region 9,2013-12-07,2.13631,2.13631
Region 10,2013-12-07,0.653257,0.653257
Region 1,2013-12-14,1.06768,1.06768
Region 2,2013-12-14,1.7782799999999999,1.7782799999999999
Region 3,2013-12-14,1.60178,1.60178
Region 4,2013-12-14,2.36927,2.36927
Region 5,2013-12-14,1.72177,1.72177
Region 6,2013-12-14,5.6020900000000005,5.6020900000000005
Region 7,2013-12-14,1.52616,1.52616
Region 8,2013-12-14,1.60235,1.60235
Region 9,2013-12-14,2.51824,2.51824
Region 10,2013-12-14,0.860692,0.860692
Region 1,2013-12-21,1.1724,1.1724
Region 2,2013-12-21,2.2337700000000003,2.2337700000000003
Region 3,2013-12-21,2.00486,2.00486
Region 4,2013-12-21,3.24327,3.24327
Region 5,2013-12-21,2.14509,2.14509
Region 6,2013-12-21,8.00422,8.00422
Region 7,2013-12-21,2.80787,2.80787
Region 8,2013-12-21,2.00255,2.00255
Region 9,2013-12-21,2.9405200000000002,2.9405200000000002
Region 10,2013-12-21,1.5075100000000001,1.5075100000000001
Region 1,2013-12-28,1.58812,1.58812
Region 2,2013-12-28,2.93452,2.93452
Region 3,2013-12-28,3.30628,3.30628
Region 4,2013-12-28,4.60815,4.60815
Region 5,2013-12-28,3.59674,3.59674
Region 6,2013-12-28,9.862210000000001,9.862210000000001
Region 7,2013-12-28,4.4809,4.4809
Region 8,2013-12-28,3.6625,3.6625
Region 9,2013-12-28,4.53268,4.53268
Region 10,2013-12-28,3.5809699999999998,3.5809699999999998
Region 1,2014-01-04,1.60948,1.60948
Region 2,2014-01-04,3.3350800000000005,3.3350800000000005
Region 3,2014-01-04,3.5933900000000003,3.5933900000000003
Region 4,2014-01-04,3.8926,3.8926
Region 5,2014-01-04,3.3706,3.3706
Region 6,2014-01-04,8.5737,8.5737
Region 7,2014-01-04,4.06436,4.06436
Region 8,2014-01-04,2.96215,2.96215
Region 9,2014-01-04,4.56574,4.56574
Region 10,2014-01-04,3.9916400000000003,3.9916400000000003
Region 1,2014-01-11,1.39198,1.39198
Region 2,2014-01-11,2.7460000000000004,2.7460000000000004
Region 3,2014-01-11,3.19906,3.19906
Region 4,2014-01-11,3.03608,3.03608
Region 5,2014-01-11,2.7966599999999997,2.7966599999999997
Region 6,2014-01-11,6.940060000000001,6.940060000000001
Region 7,2014-01-11,3.04754,3.04754
Region 8,2014-01-11,2.56638,2.56638
Region 9,2014-01-11,4.15641,4.15641
Region 10,2014-01-11,3.3692800000000003,3.3692800000000003
Region 1,2014-01-18,1.67317,1.67317
Region 2,2014-01-18,3.07594,3.07594
Region 3,2014-01-18,3.3545800000000003,3.3545800000000003
Region 4,2014-01-18,2.82366,2.82366
Region 5,2014-01-18,2.51919,2.51919
Region 6,2014-01-18,5.78707,5.78707
Region 7,2014-01-18,3.06195,3.06195
Region 8,2014-01-18,2.25814,2.25814
Region 9,2014-01-18,4.19337,4.19337
Region 10,2014-01-18,2.75802,2.75802
Region 1,2014-01-25,1.87667,1.87667
Region 2,2014-01-25,2.96352,2.96352
Region 3,2014-01-25,3.47033,3.47033
Region 4,2014-01-25,2.92565,2.92565
Region 5,2014-01-25,2.64636,2.64636
Region 6,2014-01-25,5.30023,5.30023
Region 7,2014-01-25,2.9535099999999996,2.9535099999999996
Region 8,2014-01-25,2.09262,2.09262
Region 9,2014-01-25,4.64163,4.64163
Region 10,2014-01-25,2.40345,2.40345
Region 1,2014-02-01,2.0331799999999998,2.0331799999999998
Region 2,2014-02-01,3.30294,3.30294
Region 3,2014-02-01,3.01876,3.01876
Region 4,2014-02-01,2.6588700000000003,2.6588700000000003
Region 5,2014-02-01,2.22933,2.22933
Region 6,2014-02-01,5.2044,5.2044
Region 7,2014-02-01,2.75317,2.75317
Region 8,2014-02-01,1.7844099999999998,1.7844099999999998
Region 9,2014-02-01,4.0091,4.0091
Region 10,2014-02-01,1.7524,1.7524
Region 1,2014-02-08,2.24365,2.24365
Region 2,2014-02-08,3.43908,3.43908
Region 3,2014-02-08,2.8051,2.8051
Region 4,2014-02-08,2.2635,2.2635
Region 5,2014-02-08,2.03344,2.03344
Region 6,2014-02-08,4.568230000000001,4.568230000000001
Region 7,2014-02-08,2.0535,2.0535
Region 8,2014-02-08,1.7677900000000002,1.7677900000000002
Region 9,2014-02-08,3.61715,3.61715
Region 10,2014-02-08,1.59128,1.59128
Region 1,2014-02-15,1.7509599999999998,1.7509599999999998
Region 2,2014-02-15,3.12549,3.12549
Region 3,2014-02-15,2.41601,2.41601
Region 4,2014-02-15,1.9700099999999998,1.9700099999999998
Region 5,2014-02-15,1.91478,1.91478
Region 6,2014-02-15,3.88266,3.88266
Region 7,2014-02-15,1.59839,1.59839
Region 8,2014-02-15,1.50211,1.50211
Region 9,2014-02-15,3.2696400000000003,3.2696400000000003
Region 10,2014-02-15,1.2350299999999999,1.2350299999999999
Region 1,2014-02-22,1.78771,1.78771
Region 2,2014-02-22,2.38968,2.38968
Region 3,2014-02-22,2.07722,2.07722
Region 4,2014-02-22,1.52724,1.52724
Region 5,2014-02-22,1.9834599999999998,1.9834599999999998
Region 6,2014-02-22,3.7722,3.7722
Region 7,2014-02-22,1.38378,1.38378
Region 8,2014-02-22,1.50934,1.50934
Region 9,2014-02-22,3.20835,3.20835
Region 10,2014-02-22,1.29149,1.29149
Region 1,2014-03-01,1.51318,1.51318
Region 2,2014-03-01,2.29577,2.29577
Region 3,2014-03-01,1.97427,1.97427
Region 4,2014-03-01,1.35391,1.35391
Region 5,2014-03-01,1.81723,1.81723
Region 6,2014-03-01,3.59481,3.59481
Region 7,2014-03-01,1.29389,1.29389
Region 8,2014-03-01,1.2317,1.2317
