region,week_end_date,historical_endogeneous,wILI
Region 9,2006-07-08,1.09269,1.09269
Region 10,2006-07-08,0.809515,0.809515
Region 1,2006-07-15,0.199702,0.199702
Region 2,2006-07-15,0.704248,0.704248
Region 3,2006-07-15,0.9980540000000001,0.9980540000000001
Region 4,2006-07-15,0.49902700000000005,0.49902700000000005
Region 5,2006-07-15,0.5309149999999999,0.5309149999999999
Region 6,2006-07-15,1.3605,1.3605
Region 7,2006-07-15,0.370004,0.370004
Region 8,2006-07-15,1.36012,1.36012
Region 9,2006-07-15,1.06301,1.06301
Region 10,2006-07-15,0.683021,0.683021
Region 1,2006-07-22,0.208761,0.208761
Region 2,2006-07-22,0.248823,0.248823
Region 3,2006-07-22,0.743892,0.743892
Region 4,2006-07-22,0.487001,0.487001
Region 5,2006-07-22,0.52203,0.52203
Region 6,2006-07-22,1.18289,1.18289
Region 7,2006-07-22,0.39005,0.39005
Region 8,2006-07-22,1.69503,1.69503
Region 9,2006-07-22,0.7427060000000001,0.7427060000000001
Region 10,2006-07-22,0.950367,0.950367
Region 1,2006-07-29,0.265558,0.265558
Region 2,2006-07-29,0.25488299999999997,0.25488299999999997
Region 3,2006-07-29,0.8323299999999999,0.8323299999999999
Region 4,2006-07-29,0.465843,0.465843
Region 5,2006-07-29,0.437213,0.437213
Region 6,2006-07-29,1.1807,1.1807
Region 7,2006-07-29,0.50481,0.50481
Region 8,2006-07-29,1.39706,1.39706
Region 9,2006-07-29,0.760282,0.760282
Region 10,2006-07-29,0.623408,0.623408
Region 1,2006-08-05,0.192714,0.192714
Region 2,2006-08-05,0.294659,0.294659
Region 3,2006-08-05,0.794438,0.794438
Region 4,2006-08-05,0.399483,0.399483
Region 5,2006-08-05,0.512717,0.512717
Region 6,2006-08-05,1.2679799999999999,1.2679799999999999
Region 7,2006-08-05,0.53303,0.53303
Region 8,2006-08-05,2.0666599999999997,2.0666599999999997
Region 9,2006-08-05,0.587025,0.587025
Region 10,2006-08-05,0.52586,0.52586
Region 1,2006-08-12,0.276121,0.276121
Region 2,2006-08-12,0.5098010000000001,0.5098010000000001
Region 3,2006-08-12,0.8536360000000001,0.8536360000000001
Region 4,2006-08-12,0.363558,0.363558
Region 5,2006-08-12,0.469947,0.469947
Region 6,2006-08-12,1.4609999999999999,1.4609999999999999
Region 7,2006-08-12,0.389883,0.389883
Region 8,2006-08-12,1.55577,1.55577
Region 9,2006-08-12,0.829583,0.829583
Region 10,2006-08-12,0.8403520000000001,0.8403520000000001
Region 1,2006-08-19,0.190975,0.190975
Region 2,2006-08-19,0.231723,0.231723
Region 3,2006-08-19,0.712359,0.712359
Region 4,2006-08-19,0.39160700000000004,0.39160700000000004
Region 5,2006-08-19,0.5576439999999999,0.5576439999999999
Region 6,2006-08-19,1.66641,1.66641
Region 7,2006-08-19,0.325189,0.325189
Region 8,2006-08-19,1.4965,1.4965
Region 9,2006-08-19,0.4999,0.4999
Region 10,2006-08-19,0.78513,0.78513
Region 1,2006-08-26,0.185585,0.185585
Region 2,2006-08-26,0.21451599999999998,0.21451599999999998
Region 3,2006-08-26,0.853727,0.853727
Region 4,2006-08-26,0.42031,0.42031
Region 5,2006-08-26,0.501459,0.501459
Region 6,2006-08-26,1.4514799999999999,1.4514799999999999
Region 7,2006-08-26,0.342996,0.342996
Region 8,2006-08-26,0.8260350000000001,0.8260350000000001
Region 9,2006-08-26,0.623885,0.623885
Region 10,2006-08-26,0.825166,0.825166
Region 1,2006-09-02,0.22334600000000002,0.22334600000000002
Region 2,2006-09-02,0.21085500000000001,0.21085500000000001
Region 3,2006-09-02,1.0519399999999999,1.0519399999999999
Region 4,2006-09-02,0.38566300000000003,0.38566300000000003
Region 5,2006-09-02,0.552813,0.552813
Region 6,2006-09-02,1.86538,1.86538
Region 7,2006-09-02,0.405469,0.405469
Region 8,2006-09-02,0.364606,0.364606
Region 9,2006-09-02,0.376316,0.376316
Region 10,2006-09-02,0.819876,0.819876
Region 1,2006-09-09,0.14826,0.14826
Region 2,2006-09-09,0.22569,0.22569
Region 3,2006-09-09,1.17763,1.17763
Region 4,2006-09-09,0.551586,0.551586
Region 5,2006-09-09,0.678718,0.678718
Region 6,2006-09-09,2.0594200000000003,2.0594200000000003
Region 7,2006-09-09,0.520679,0.520679
Region 8,2006-09-09,0.267931,0.267931
Region 9,2006-09-09,0.870139,0.870139
Region 10,2006-09-09,1.04471,1.04471
Region 1,2006-09-16,0.272287,0.272287
Region 2,2006-09-16,0.401737,0.401737
Region 3,2006-09-16,1.04924,1.04924
Region 4,2006-09-16,0.468642,0.468642
Region 5,2006-09-16,0.6791689999999999,0.6791689999999999
Region 6,2006-09-16,1.6538700000000002,1.6538700000000002
Region 7,2006-09-16,0.308553,0.308553
Region 8,2006-09-16,0.163323,0.163323
Region 9,2006-09-16,1.01549,1.01549
Region 10,2006-09-16,0.866707,0.866707
Region 1,2006-09-23,0.12447799999999999,0.12447799999999999
Region 2,2006-09-23,0.335445,0.335445
Region 3,2006-09-23,1.13099,1.13099
Region 4,2006-09-23,0.522436,0.522436
Region 5,2006-09-23,0.733594,0.733594
Region 6,2006-09-23,1.77529,1.77529
Region 7,2006-09-23,0.327561,0.327561
Region 8,2006-09-23,0.218011,0.218011
Region 9,2006-09-23,1.19299,1.19299
Region 10,2006-09-23,1.09592,1.09592
Region 1,2006-09-30,0.391884,0.391884
Region 2,2006-09-30,0.409044,0.409044
Region 3,2006-09-30,0.860513,0.860513
Region 4,2006-09-30,0.467279,0.467279
Region 5,2006-09-30,0.558629,0.558629
Region 6,2006-09-30,1.72223,1.72223
Region 7,2006-09-30,0.478633,0.478633
Region 8,2006-09-30,0.30966,0.30966
Region 9,2006-09-30,1.22648,1.22648
Region 10,2006-09-30,1.50605,1.50605
Region 1,2006-10-07,0.402107,0.402107
Region 2,2006-10-07,0.666153,0.666153
Region 3,2006-10-07,2.30117,2.30117
Region 4,2006-10-07,0.874174,0.874174
Region 5,2006-10-07,1.05294,1.05294
Region 6,2006-10-07,1.29969,1.29969
Region 7,2006-10-07,0.41371499999999994,0.41371499999999994
Region 8,2006-10-07,2.09462,2.09462
Region 9,2006-10-07,1.3195,1.3195
Region 10,2006-10-07,1.17248,1.17248
Region 1,2006-10-14,0.37154899999999996,0.37154899999999996
Region 2,2006-10-14,0.6848989999999999,0.6848989999999999
Region 3,2006-10-14,1.9989599999999998,1.9989599999999998
Region 4,2006-10-14,0.927592,0.927592
Region 5,2006-10-14,1.12725,1.12725
Region 6,2006-10-14,1.6574,1.6574
Region 7,2006-10-14,0.405594,0.405594
Region 8,2006-10-14,0.651354,0.651354
Region 9,2006-10-14,1.42022,1.42022
Region 10,2006-10-14,0.990866,0.990866
Region 1,2006-10-21,0.553866,0.553866
Region 2,2006-10-21,0.821216,0.821216
Region 3,2006-10-21,2.10183,2.10183
Region 4,2006-10-21,0.9663700000000001,0.9663700000000001
Region 5,2006-10-21,1.19444,1.19444
Region 6,2006-10-21,1.9823400000000002,1.9823400000000002
Region 7,2006-10-21,0.5796600000000001,0.5796600000000001
Region 8,2006-10-21,0.474206,0.474206
Region 9,2006-10-21,1.38602,1.38602
Region 10,2006-10-21,0.814375,0.814375
Region 1,2006-10-28,0.507175,0.507175
Region 2,2006-10-28,0.8322930000000001,0.8322930000000001
Region 3,2006-10-28,2.0691599999999997,2.0691599999999997
Region 4,2006-10-28,0.985017,0.985017
Region 5,2006-10-28,1.22763,1.22763
Region 6,2006-10-28,2.04055,2.04055
Region 7,2006-10-28,0.60232,0.60232
Region 8,2006-10-28,0.37848899999999996,0.37848899999999996
Region 9,2006-10-28,1.2384,1.2384
Region 10,2006-10-28,0.888848,0.888848
Region 1,2006-11-04,0.680851,0.680851
Region 2,2006-11-04,0.716796,0.716796
Region 3,2006-11-04,2.0080400000000003,2.0080400000000003
Region 4,2006-11-04,1.20553,1.20553
Region 5,2006-11-04,1.17773,1.17773
Region 6,2006-11-04,2.36278,2.36278
Region 7,2006-11-04,0.670511,0.670511
Region 8,2006-11-04,0.254771,0.254771
Region 9,2006-11-04,1.51518,1.51518
Region 10,2006-11-04,1.00129,1.00129
Region 1,2006-11-11,0.531849,0.531849
Region 2,2006-11-11,0.910751,0.910751
Region 3,2006-11-11,1.77216,1.77216
Region 4,2006-11-11,1.36565,1.36565
Region 5,2006-11-11,1.29569,1.29569
Region 6,2006-11-11,3.1331900000000004,3.1331900000000004
Region 7,2006-11-11,0.6242479999999999,0.6242479999999999
Region 8,2006-11-11,0.8270049999999999,0.8270049999999999
Region 9,2006-11-11,1.46804,1.46804
Region 10,2006-11-11,1.1559700000000002,1.1559700000000002
Region 1,2006-11-18,0.598564,0.598564
Region 2,2006-11-18,0.952837,0.952837
Region 3,2006-11-18,2.12607,2.12607
Region 4,2006-11-18,1.47086,1.47086
Region 5,2006-11-18,1.37962,1.37962
Region 6,2006-11-18,3.3641099999999997,3.3641099999999997
Region 7,2006-11-18,0.765374,0.765374
Region 8,2006-11-18,0.42179399999999995,0.42179399999999995
Region 9,2006-11-18,1.33279,1.33279
Region 10,2006-11-18,0.686028,0.686028
Region 1,2006-11-25,0.771447,0.771447
Region 2,2006-11-25,1.9852,1.9852
Region 3,2006-11-25,2.56081,2.56081
Region 4,2006-11-25,1.9283400000000002,1.9283400000000002
Region 5,2006-11-25,1.4395799999999999,1.4395799999999999
Region 6,2006-11-25,3.728,3.728
Region 7,2006-11-25,0.742449,0.742449
Region 8,2006-11-25,0.53915,0.53915
Region 9,2006-11-25,1.71623,1.71623
Region 10,2006-11-25,1.3255700000000001,1.3255700000000001
Region 1,2006-12-02,0.6915789999999999,0.6915789999999999
Region 2,2006-12-02,2.21485,2.21485
Region 3,2006-12-02,2.42082,2.42082
Region 4,2006-12-02,1.8579299999999999,1.8579299999999999
Region 5,2006-12-02,1.4741,1.4741
Region 6,2006-12-02,3.2797099999999997,3.2797099999999997
Region 7,2006-12-02,1.0881,1.0881
Region 8,2006-12-02,0.6085050000000001,0.6085050000000001
Region 9,2006-12-02,1.4531100000000001,1.4531100000000001
Region 10,2006-12-02,1.45189,1.45189
Region 1,2006-12-09,0.8695309999999999,0.8695309999999999
Region 2,2006-12-09,1.9284,1.9284
Region 3,2006-12-09,2.58223,2.58223
Region 4,2006-12-09,2.09986,2.09986
Region 5,2006-12-09,1.59245,1.59245
Region 6,2006-12-09,3.3929199999999997,3.3929199999999997
Region 7,2006-12-09,1.25397,1.25397
Region 8,2006-12-09,0.41503500000000004,0.41503500000000004
Region 9,2006-12-09,1.63784,1.63784
Region 10,2006-12-09,1.6602599999999998,1.6602599999999998
Region 1,2006-12-16,1.0663200000000002,1.0663200000000002
Region 2,2006-12-16,1.93705,1.93705
Region 3,2006-12-16,2.67936,2.67936
Region 4,2006-12-16,3.24123,3.24123
Region 5,2006-12-16,1.7368700000000001,1.7368700000000001
Region 6,2006-12-16,4.65279,4.65279
Region 7,2006-12-16,1.5791,1.5791
Region 8,2006-12-16,0.520031,0.520031
Region 9,2006-12-16,1.75046,1.75046
Region 10,2006-12-16,1.58178,1.58178
Region 1,2006-12-23,0.964736,0.964736
Region 2,2006-12-23,2.90958,2.90958
Region 3,2006-12-23,3.05619,3.05619
Region 4,2006-12-23,3.6552,3.6552
Region 5,2006-12-23,2.17548,2.17548
Region 6,2006-12-23,4.68878,4.68878
Region 7,2006-12-23,2.3149599999999997,2.3149599999999997
Region 8,2006-12-23,0.711545,0.711545
Region 9,2006-12-23,2.61007,2.61007
Region 10,2006-12-23,1.93395,1.93395
Region 1,2006-12-30,1.5931,1.5931
Region 2,2006-12-30,2.67177,2.67177
Region 3,2006-12-30,3.6979900000000003,3.6979900000000003
Region 4,2006-12-30,3.00834,3.00834
Region 5,2006-12-30,2.66925,2.66925
Region 6,2006-12-30,5.66906,5.66906
Region 7,2006-12-30,2.7489,2.7489
Region 8,2006-12-30,1.44753,1.44753
Region 9,2006-12-30,2.47785,2.47785
Region 10,2006-12-30,2.23245,2.23245
Region 1,2007-01-06,1.35885,1.35885
Region 2,2007-01-06,2.22255,2.22255
Region 3,2007-01-06,2.6395299999999997,2.6395299999999997
Region 4,2007-01-06,1.8754099999999998,1.8754099999999998
Region 5,2007-01-06,2.39871,2.39871
Region 6,2007-01-06,3.8581300000000005,3.8581300000000005
Region 7,2007-01-06,2.11955,2.11955
Region 8,2007-01-06,0.6281180000000001,0.6281180000000001
Region 9,2007-01-06,2.8147900000000003,2.8147900000000003
Region 10,2007-01-06,1.3554,1.3554
Region 1,2007-01-13,1.07263,1.07263
Region 2,2007-01-13,1.60496,1.60496
Region 3,2007-01-13,2.09646,2.09646
Region 4,2007-01-13,1.56334,1.56334
Region 5,2007-01-13,1.97275,1.97275
Region 6,2007-01-13,3.54881,3.54881
Region 7,2007-01-13,1.52075,1.52075
Region 8,2007-01-13,0.516237,0.516237
Region 9,2007-01-13,2.69837,2.69837
Region 10,2007-01-13,2.79942,2.79942
Region 1,2007-01-20,1.35598,1.35598
Region 2,2007-01-20,1.76245,1.76245
Region 3,2007-01-20,2.08307,2.08307
Region 4,2007-01-20,1.75994,1.75994
Region 5,2007-01-20,2.15523,2.15523
Region 6,2007-01-20,4.169980000000001,4.169980000000001
Region 7,2007-01-20,1.62299,1.62299
Region 8,2007-01-20,0.6265189999999999,0.6265189999999999
Region 9,2007-01-20,2.70818,2.70818
Region 10,2007-01-20,3.2890800000000002,3.2890800000000002
Region 1,2007-01-27,0.93553,0.93553
Region 2,2007-01-27,2.0525700000000002,2.0525700000000002
Region 3,2007-01-27,2.50163,2.50163
Region 4,2007-01-27,1.96314,1.96314
Region 5,2007-01-27,2.42197,2.42197
Region 6,2007-01-27,5.71282,5.71282
Region 7,2007-01-27,2.14962,2.14962
Region 8,2007-01-27,0.821672,0.821672
Region 9,2007-01-27,3.4022099999999997,3.4022099999999997
Region 10,2007-01-27,3.16776,3.16776
Region 1,2007-02-03,1.29455,1.29455
Region 2,2007-02-03,1.9424400000000002,1.9424400000000002
Region 3,2007-02-03,2.38504,2.38504
Region 4,2007-02-03,2.16127,2.16127
Region 5,2007-02-03,3.2137599999999997,3.2137599999999997
Region 6,2007-02-03,5.677569999999999,5.677569999999999
Region 7,2007-02-03,2.83402,2.83402
Region 8,2007-02-03,1.40699,1.40699
Region 9,2007-02-03,3.8940900000000003,3.8940900000000003
Region 10,2007-02-03,3.3061,3.3061
Region 1,2007-02-10,1.7088599999999998,1.7088599999999998
Region 2,2007-02-10,2.08747,2.08747
Region 3,2007-02-10,2.66325,2.66325
Region 4,2007-02-10,2.6571700000000003,2.6571700000000003
Region 5,2007-02-10,3.22326,3.22326
Region 6,2007-02-10,7.26662,7.26662
Region 7,2007-02-10,2.6656,2.6656
Region 8,2007-02-10,1.21489,1.21489
Region 9,2007-02-10,4.2392199999999995,4.2392199999999995
Region 10,2007-02-10,4.95601,4.95601
Region 1,2007-02-17,1.8082099999999999,1.8082099999999999
Region 2,2007-02-17,2.29195,2.29195
Region 3,2007-02-17,2.7093599999999998,2.7093599999999998
Region 4,2007-02-17,2.66486,2.66486
Region 5,2007-02-17,3.3546300000000002,3.3546300000000002
Region 6,2007-02-17,7.56285,7.56285
Region 7,2007-02-17,2.5218700000000003,2.5218700000000003
Region 8,2007-02-17,1.6949400000000001,1.6949400000000001
Region 9,2007-02-17,3.56722,3.56722
Region 10,2007-02-17,7.0222,7.0222
Region 1,2007-02-24,1.78855,1.78855
Region 2,2007-02-24,2.1465799999999997,2.1465799999999997
Region 3,2007-02-24,2.48248,2.48248
Region 4,2007-02-24,2.73488,2.73488
Region 5,2007-02-24,3.19893,3.19893
Region 6,2007-02-24,7.29035,7.29035
Region 7,2007-02-24,2.60981,2.60981
Region 8,2007-02-24,1.6064,1.6064
Region 9,2007-02-24,3.0895200000000003,3.0895200000000003
Region 10,2007-02-24,3.7348199999999996,3.7348199999999996
Region 1,2007-03-03,1.66031,1.66031
Region 2,2007-03-03,1.90272,1.90272
Region 3,2007-03-03,2.60062,2.60062
Region 4,2007-03-03,2.22716,2.22716
Region 5,2007-03-03,2.9156400000000002,2.9156400000000002
Region 6,2007-03-03,6.14836,6.14836
Region 7,2007-03-03,1.69268,1.69268
Region 8,2007-03-03,1.5992,1.5992
Region 9,2007-03-03,2.6347400000000003,2.6347400000000003
Region 10,2007-03-03,4.14204,4.14204
Region 1,2007-03-10,1.43936,1.43936
Region 2,2007-03-10,2.10377,2.10377
Region 3,2007-03-10,2.81957,2.81957
Region 4,2007-03-10,2.12449,2.12449
Region 5,2007-03-10,2.68713,2.68713
Region 6,2007-03-10,5.0833,5.0833
Region 7,2007-03-10,1.35017,1.35017
Region 8,2007-03-10,1.32999,1.32999
Region 9,2007-03-10,2.6069400000000003,2.6069400000000003
Region 10,2007-03-10,2.0857900000000003,2.0857900000000003
Region 1,2007-03-17,2.00442,2.00442
Region 2,2007-03-17,2.51107,2.51107
Region 3,2007-03-17,2.7938400000000003,2.7938400000000003
Region 4,2007-03-17,1.8526900000000002,1.8526900000000002
Region 5,2007-03-17,2.7683299999999997,2.7683299999999997
Region 6,2007-03-17,4.459230000000001,4.459230000000001
Region 7,2007-03-17,1.43639,1.43639
Region 8,2007-03-17,1.5065600000000001,1.5065600000000001
Region 9,2007-03-17,2.1287599999999998,2.1287599999999998
Region 10,2007-03-17,2.7637099999999997,2.7637099999999997
Region 1,2007-03-24,1.5568,1.5568
Region 2,2007-03-24,1.9827099999999998,1.9827099999999998
Region 3,2007-03-24,2.33845,2.33845
Region 4,2007-03-24,1.39411,1.39411
Region 5,2007-03-24,2.6827900000000002,2.6827900000000002
Region 6,2007-03-24,3.04201,3.04201
Region 7,2007-03-24,0.861384,0.861384
Region 8,2007-03-24,1.19803,1.19803
Region 9,2007-03-24,1.8550099999999998,1.8550099999999998
Region 10,2007-03-24,2.93038,2.93038
Region 1,2007-03-31,1.55956,1.55956
Region 2,2007-03-31,1.90232,1.90232
Region 3,2007-03-31,2.51286,2.51286
Region 4,2007-03-31,1.06471,1.06471
Region 5,2007-03-31,1.7429299999999999,1.7429299999999999
Region 6,2007-03-31,2.6156,2.6156
Region 7,2007-03-31,0.7909729999999999,0.7909729999999999
Region 8,2007-03-31,0.8721200000000001,0.8721200000000001
Region 9,2007-03-31,1.6363299999999998,1.6363299999999998
Region 10,2007-03-31,5.7751,5.7751
Region 1,2007-04-07,1.28254,1.28254
Region 2,2007-04-07,1.78393,1.78393
Region 3,2007-04-07,2.14874,2.14874
Region 4,2007-04-07,0.826052,0.826052
Region 5,2007-04-07,1.3489,1.3489
Region 6,2007-04-07,2.5895099999999998,2.5895099999999998
Region 7,2007-04-07,0.677013,0.677013
Region 8,2007-04-07,0.84805,0.84805
Region 9,2007-04-07,1.14133,1.14133
Region 10,2007-04-07,0.574248,0.574248
Region 1,2007-04-14,1.08734,1.08734
Region 2,2007-04-14,1.3635899999999999,1.3635899999999999
Region 3,2007-04-14,1.9487400000000001,1.9487400000000001
Region 4,2007-04-14,0.925107,0.925107
Region 5,2007-04-14,1.2697399999999999,1.2697399999999999
Region 6,2007-04-14,3.0253900000000002,3.0253900000000002
Region 7,2007-04-14,0.661974,0.661974
Region 8,2007-04-14,0.46014799999999995,0.46014799999999995
Region 9,2007-04-14,1.75637,1.75637
Region 10,2007-04-14,0.518378,0.518378
Region 1,2007-04-21,0.944558,0.944558
Region 2,2007-04-21,0.99106,0.99106
Region 3,2007-04-21,1.58043,1.58043
Region 4,2007-04-21,0.789355,0.789355
Region 5,2007-04-21,1.11921,1.11921
Region 6,2007-04-21,2.1424,2.1424
Region 7,2007-04-21,0.605115,0.605115
Region 8,2007-04-21,0.516783,0.516783
Region 9,2007-04-21,1.21682,1.21682
Region 10,2007-04-21,0.671878,0.671878
Region 1,2007-04-28,0.627157,0.627157
Region 2,2007-04-28,0.849223,0.849223
Region 3,2007-04-28,1.44313,1.44313
Region 4,2007-04-28,0.715101,0.715101
Region 5,2007-04-28,1.0603799999999999,1.0603799999999999
Region 6,2007-04-28,2.21712,2.21712
Region 7,2007-04-28,0.49526899999999996,0.49526899999999996
Region 8,2007-04-28,0.271,0.271
Region 9,2007-04-28,1.1378,1.1378
Region 10,2007-04-28,0.8393370000000001,0.8393370000000001
Region 1,2007-05-05,0.573971,0.573971
Region 2,2007-05-05,0.7934140000000001,0.7934140000000001
Region 3,2007-05-05,1.28227,1.28227
Region 4,2007-05-05,0.703601,0.703601
Region 5,2007-05-05,0.905078,0.905078
Region 6,2007-05-05,1.94261,1.94261
Region 7,2007-05-05,0.353551,0.353551
Region 8,2007-05-05,0.267124,0.267124
Region 9,2007-05-05,1.2138,1.2138
Region 10,2007-05-05,0.495933,0.495933
Region 1,2007-05-12,0.427937,0.427937
Region 2,2007-05-12,0.601217,0.601217
Region 3,2007-05-12,2.13132,2.13132
Region 4,2007-05-12,0.6120869999999999,0.6120869999999999
Region 5,2007-05-12,0.8269190000000001,0.8269190000000001
Region 6,2007-05-12,2.0261,2.0261
Region 7,2007-05-12,0.37414000000000003,0.37414000000000003
Region 8,2007-05-12,0.24671300000000002,0.24671300000000002
Region 9,2007-05-12,1.17293,1.17293
Region 10,2007-05-12,0.988979,0.988979
Region 1,2007-05-19,0.209288,0.209288
Region 2,2007-05-19,0.765653,0.765653
Region 3,2007-05-19,1.6253799999999998,1.6253799999999998
Region 4,2007-05-19,0.468318,0.468318
Region 5,2007-05-19,0.83076,0.83076
Region 6,2007-05-19,1.92852,1.92852
Region 7,2007-05-19,0.31949,0.31949
Region 8,2007-05-19,0.18293900000000002,0.18293900000000002
Region 9,2007-05-19,1.1014,1.1014
Region 10,2007-05-19,0.7727729999999999,0.7727729999999999
Region 1,2007-05-26,0.202561,0.202561
Region 2,2007-05-26,0.913687,0.913687
Region 3,2007-05-26,1.8656599999999999,1.8656599999999999
Region 4,2007-05-26,0.438779,0.438779
Region 5,2007-05-26,0.805393,0.805393
Region 6,2007-05-26,1.69418,1.69418
Region 7,2007-05-26,0.22245700000000002,0.22245700000000002
Region 8,2007-05-26,0.19667,0.19667
Region 9,2007-05-26,0.981442,0.981442
Region 10,2007-05-26,1.20603,1.20603
Region 1,2007-06-02,0.373541,0.373541
Region 2,2007-06-02,0.820709,0.820709
Region 3,2007-06-02,1.64576,1.64576
Region 4,2007-06-02,0.5323060000000001,0.5323060000000001
Region 5,2007-06-02,0.8536459999999999,0.8536459999999999
Region 6,2007-06-02,1.8045900000000001,1.8045900000000001
Region 7,2007-06-02,0.281402,0.281402
Region 8,2007-06-02,0.24719899999999997,0.24719899999999997
Region 9,2007-06-02,1.06315,1.06315
Region 10,2007-06-02,1.1750399999999999,1.1750399999999999
Region 1,2007-06-09,0.36067,0.36067
Region 2,2007-06-09,0.655688,0.655688
Region 3,2007-06-09,1.20051,1.20051
Region 4,2007-06-09,0.376268,0.376268
Region 5,2007-06-09,0.63254,0.63254
Region 6,2007-06-09,1.5548,1.5548
Region 7,2007-06-09,0.204738,0.204738
Region 8,2007-06-09,0.191172,0.191172
Region 9,2007-06-09,1.0279399999999999,1.0279399999999999
Region 10,2007-06-09,0.617675,0.617675
Region 1,2007-06-16,0.392083,0.392083
Region 2,2007-06-16,0.745838,0.745838
Region 3,2007-06-16,1.7772700000000001,1.7772700000000001
Region 4,2007-06-16,0.358176,0.358176
Region 5,2007-06-16,0.496954,0.496954
Region 6,2007-06-16,1.5625,1.5625
Region 7,2007-06-16,0.158138,0.158138
Region 8,2007-06-16,0.24438800000000002,0.24438800000000002
Region 9,2007-06-16,1.1500700000000001,1.1500700000000001
Region 10,2007-06-16,0.529879,0.529879
Region 1,2007-06-23,0.55816,0.55816
Region 2,2007-06-23,0.715429,0.715429
Region 3,2007-06-23,1.42672,1.42672
Region 4,2007-06-23,0.31435,0.31435
Region 5,2007-06-23,0.570812,0.570812
Region 6,2007-06-23,1.33389,1.33389
Region 7,2007-06-23,0.206177,0.206177
Region 8,2007-06-23,0.186104,0.186104
Region 9,2007-06-23,1.08381,1.08381
Region 10,2007-06-23,0.750337,0.750337
Region 1,2007-06-30,0.412046,0.412046
Region 2,2007-06-30,0.502421,0.502421
Region 3,2007-06-30,1.39829,1.39829
Region 4,2007-06-30,0.349554,0.349554
Region 5,2007-06-30,0.715134,0.715134
Region 6,2007-06-30,1.7102700000000002,1.7102700000000002
Region 7,2007-06-30,0.25388499999999997,0.25388499999999997
Region 8,2007-06-30,0.16642,0.16642
Region 9,2007-06-30,1.04342,1.04342
Region 10,2007-06-30,0.40702,0.40702
Region 1,2007-07-07,0.556126,0.556126
Region 2,2007-07-07,0.656944,0.656944
Region 3,2007-07-07,1.44536,1.44536
Region 4,2007-07-07,0.324266,0.324266
Region 5,2007-07-07,0.479501,0.479501
Region 6,2007-07-07,1.3411,1.3411
Region 7,2007-07-07,0.31938,0.31938
Region 8,2007-07-07,0.190863,0.190863
Region 9,2007-07-07,0.5321,0.5321
Region 10,2007-07-07,0.782192,0.782192
Region 1,2007-07-14,0.760775,0.760775
Region 2,2007-07-14,0.332893,0.332893
Region 3,2007-07-14,1.9441599999999999,1.9441599999999999
Region 4,2007-07-14,0.372762,0.372762
Region 5,2007-07-14,0.43666099999999997,0.43666099999999997
Region 6,2007-07-14,1.06314,1.06314
Region 7,2007-07-14,0.20108499999999999,0.20108499999999999
Region 8,2007-07-14,0.187384,0.187384
Region 9,2007-07-14,0.336791,0.336791
Region 10,2007-07-14,0.595456,0.595456
Region 1,2007-07-21,0.41717299999999996,0.41717299999999996
Region 2,2007-07-21,0.380775,0.380775
Region 3,2007-07-21,1.12422,1.12422
Region 4,2007-07-21,0.317525,0.317525
Region 5,2007-07-21,0.479371,0.479371
Region 6,2007-07-21,1.45692,1.45692
Region 7,2007-07-21,0.28124299999999997,0.28124299999999997
Region 8,2007-07-21,0.176037,0.176037
Region 9,2007-07-21,0.5162720000000001,0.5162720000000001
Region 10,2007-07-21,0.5382680000000001,0.5382680000000001
Region 1,2007-07-28,0.1696,0.1696
Region 2,2007-07-28,0.413685,0.413685
Region 3,2007-07-28,1.40161,1.40161
Region 4,2007-07-28,0.391323,0.391323
Region 5,2007-07-28,0.43896599999999997,0.43896599999999997
Region 6,2007-07-28,1.52036,1.52036
Region 7,2007-07-28,0.25161300000000003,0.25161300000000003
Region 8,2007-07-28,0.20630500000000002,0.20630500000000002
Region 9,2007-07-28,0.558366,0.558366
Region 10,2007-07-28,0.7009770000000001,0.7009770000000001
Region 1,2007-08-04,0.448218,0.448218
Region 2,2007-08-04,0.356802,0.356802
Region 3,2007-08-04,1.24556,1.24556
Region 4,2007-08-04,0.302753,0.302753
Region 5,2007-08-04,0.322982,0.322982
Region 6,2007-08-04,1.55284,1.55284
Region 7,2007-08-04,0.183649,0.183649
Region 8,2007-08-04,0.129499,0.129499
Region 9,2007-08-04,0.431125,0.431125
Region 10,2007-08-04,0.5545640000000001,0.5545640000000001
Region 1,2007-08-11,0.13698,0.13698
Region 2,2007-08-11,0.327277,0.327277
Region 3,2007-08-11,1.2726899999999999,1.2726899999999999
Region 4,2007-08-11,0.32016300000000003,0.32016300000000003
Region 5,2007-08-11,0.504487,0.504487
Region 6,2007-08-11,1.65421,1.65421
Region 7,2007-08-11,0.21645999999999999,0.21645999999999999
Region 8,2007-08-11,0.169638,0.169638
Region 9,2007-08-11,0.7342310000000001,0.7342310000000001
Region 10,2007-08-11,0.6020310000000001,0.6020310000000001
Region 1,2007-08-18,0.2925,0.2925
Region 2,2007-08-18,0.466167,0.466167
Region 3,2007-08-18,1.0961,1.0961
Region 4,2007-08-18,0.411495,0.411495
Region 5,2007-08-18,0.461841,0.461841
Region 6,2007-08-18,1.33616,1.33616
Region 7,2007-08-18,0.22295700000000002,0.22295700000000002
Region 8,2007-08-18,0.11594600000000001,0.11594600000000001
Region 9,2007-08-18,0.831527,0.831527
